StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Semana,Tipo de Formato
07/06/22 12:18,07/06/22 12:19,IP Address,131.178.102.188,100,87,True,07/06/22 12:19,R_UT52AtuIfgPomkx,@00447,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen proyecto ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho,Reconocimiento,27950,¡Enseña inglés para brindar mejores oportunidades con I Care!,"I CARE FOUNDATION, A.C.",3,1-3,Regular
07/06/22 12:23,07/06/22 12:25,IP Address,131.178.102.204,100,162,True,07/06/22 12:25,R_3KpTOdgByig7ADF,@00448,,25.6449,-100.311,email,ES-ES, 3,"
1 Nada Satisfecho", 3,"
1 Nada Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho",No,No,Nada,"
1 Nada de Acuerdo","
1 Nada de Acuerdo", 3,"
1 Nada de Acuerdo","No es un servicio social lo que la fundación nos puso a hacer, no es ni si quiera un servicio",Área de oportunidad,28275,Aprender a Emprender - fundación F21,"Fundación F21, A.C.",3,1-3,Regular
07/06/22 12:24,07/06/22 12:32,IP Address,187.190.23.152,100,470,True,07/06/22 12:32,R_AETiBVEzCMhTwzL,@00449,,22.1345,-100.9452,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4,No,Sí,"Me gustó mucho el servicio social pero me gustaría que las niñas fueran más participativas. 
","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gustó mucho, considero que me ayudó a desarrollar mi sentido social y mi compromiso con todas las niñas a las que les dimos clase. ",Área de oportunidad,28004,WitCode,Women in Tech,3,1-3,Regular
07/06/22 9:58,07/06/22 12:41,IP Address,187.189.160.249,100,9765,True,07/06/22 12:41,R_2sYz0ETVd8p45S0,@00450,,25.793,-100.253,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muchas Gracias por darme la oportunidad de colaborar con ustedes!,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Ahora entiendo lo difícil que es ser maestro pero también lo bonito que se siente que le estas ayudando a la población a mejorar en su educación. Además de que algunos de mis alumnos me decían comentarios muy bonitos, los cuales alegran mis dias. ",Reconocimiento,27950,¡Enseña inglés para brindar mejores oportunidades con I Care!,"I CARE FOUNDATION, A.C.",3,1-3,Regular
07/06/22 12:36,07/06/22 12:42,IP Address,131.178.102.200,100,386,True,07/06/22 12:42,R_2fxMdgSajREqcTU,@00451,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Importante por las nuevas oportunidades que les brindan a los estudiantes que están en busca de oportunidades ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","La iniciativa es buena, no obstante, la participación de los alumnos a los que se quiere llegar a compartir y enseñar no debe de verse como una amenaza a la existencia de la misma, sino como una oportunidad para poder invitar a aquellos alumnos, o de nosotros ir a ellos con la esperanza de darles una oportunidad a una educación de calidad que conllevará a la abertura de nuevas puertas en su futuro.",Área de oportunidad,28269,Aprendamos Juntos: Tutor Académico Matématicas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
07/06/22 12:46,07/06/22 12:49,IP Address,131.178.102.204,100,189,True,07/06/22 12:49,R_3MmJdZJtqHtqieJ,@00452,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 3, 3, 3, 3, 4,Sí,Sí,Está interesante el proyecto solo creo que debería de organizarse mejor, 4, 4, 4, 4,"Fue interesante, aunque lo esperaba mejor",Área de oportunidad,28119,Edumakers para la inclusión,"EIC, EHE y EAAD - Innovaction Gym",3,1-3,Regular
07/06/22 12:56,07/06/22 13:00,IP Address,187.162.26.189,100,206,True,07/06/22 13:00,R_2ZIvWlN2YQai4fD,@00453,,25.6449,-100.311,email,ES-ES, 4, 3, 4, 3, 4, 4, 3, 3,No,Sí,N/a, 4, 4, 4, 3,N/a,Área de oportunidad,28007,3er sector SOS,Dirección de Emprendimiento Social,3,1-3,Regular
07/06/22 13:06,07/06/22 13:07,IP Address,189.152.160.104,100,50,True,07/06/22 13:07,R_3k6RkGjZ7pQIDVw,@00454,,25.6819,-100.2631,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho la Experiencia y espero volver a estar con ellos,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28293,Pumas: más alla del deporte,"Club deportivo de Fútbol Americano Pumas, A.C.",3,1-3,Regular
07/06/22 13:12,07/06/22 13:16,IP Address,104.28.91.78,100,219,True,07/06/22 13:16,R_1isVaPdgHFYWEPF,@00455,,19.4326,-99.1332,email,ES-ES, 2, 3, 3, 3, 2, 2,"
1 Nada Satisfecho","
1 Nada Satisfecho",No,Sí,Buenas instalaciones, 3,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Mejorar las decisiones de los lideres de Crescendo,Área de oportunidad,28202,Crescendo,"SALTM, Sociedad de Alumnos de Licenciatura en Tecnologías y Producción Musical",3,1-3,Regular
07/06/22 13:26,07/06/22 13:27,IP Address,189.159.17.84,100,72,True,07/06/22 13:27,R_vkRq1gWd956e3Tj,@00456,,25.6806,-100.3741,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,..,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",..,Reconocimiento,28133,Inglés para todos en CONAFE,"CONAFE, Consejo Nacional de Fomento Educativo",3,2-3,Regular
07/06/22 13:29,07/06/22 13:30,IP Address,131.178.102.128,100,85,True,07/06/22 13:30,R_1QrYMalhMWDNmW6,@00457,,25.6449,-100.311,email,ES-ES, 4, 4,"
5 Muy Satisfecho", 3, 4, 4, 4, 3,Sí,Sí,no tengo,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28269,Aprendamos Juntos: Tutor Académico Matématicas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
07/06/22 13:30,07/06/22 13:33,IP Address,187.190.178.166,100,183,True,07/06/22 13:33,R_1nSDHRAPHbjgUYu,@00458,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gustaría que en un futuro hubiera más interacción en el grupo por parte de las participantes. Es interesante ir aprendiendo con qué contenidos interactuaban más, espero muy pronto puedan seguir creciendo e impulsando más el contenido de las emprendedoras en cuanto a sus proyectos en el mismo grupo. ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,27939,Embajadores y creadores de contenido para Pink society y Soy Plena,"Liderazgo y Cultura Emprendedora, A.C.",3,1-3,Regular
07/06/22 13:28,07/06/22 13:33,IP Address,189.219.41.231,100,284,True,07/06/22 13:33,R_1k2niUa6tQF4vhr,@00459,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho",Sí,Sí,Fue una muy bonita y grata experiencia. ,"
5 Totalmente de Acuerdo", 4, 4, 4,Fue una sensación muy bonita y especial el hecho de poder ayudar y enseñar a personas a hacer más completo y captar la atención a posibles clientes de su negocio. ,Reconocimiento,28007,3er sector SOS,Dirección de Emprendimiento Social,3,1-3,Regular
07/06/22 13:49,07/06/22 13:50,IP Address,201.172.223.34,100,61,True,07/06/22 13:50,R_1ONVkKCcnVnOIum,@00460,,25.7311,-100.3306,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,me agrado la causa que persiguen,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",es un buen proyecto que busca ayudar,Reconocimiento,28254,Campaña nacional de separación ecológica de residuos con CIBRUC,"CIBRUC, CENTRO DE INVESTIGACION SOBRE BIODIGESTION ANAEROBIA Y RESIDUOS URBANOS, A.C.",3,1-3,Regular
07/06/22 13:51,07/06/22 13:52,IP Address,189.219.66.112,100,54,True,07/06/22 13:52,R_1dyoyRBiLUhOsui,@00461,,24.0288,-104.6358,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena forma de aportar algo a la comunidad. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto la facilidad de poder apoyar. ,Reconocimiento,28132,SolarSPELL: Biblioteca digital que funciona a través de celdas solares y emite su propio WIFI.,EHE - Educación Continua- Arizona State UniversitySolarSPELL.org,3,2-3,Regular
07/06/22 13:52,07/06/22 13:55,IP Address,187.161.119.232,100,127,True,07/06/22 13:55,R_WjlZYXmn1fQfoad,@00462,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me encanta ser parte del equipo de Techo, me encanta la pasión con l que todos trabajan", 4, 4, 4, 4,Considero que es increíble participar y tener esta experiencia ,Área de oportunidad,28287,Voluntariado en Campo,"Un Techo para mi País México, A.C.",3,1-3,Regular
07/06/22 13:58,07/06/22 14:00,IP Address,131.178.102.192,100,104,True,07/06/22 14:00,R_2sUeSieRlME5HiU,@00463,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,Sí,No,Hubo buena organización y siempre contestaban dudas.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Hubo muchos aprendizajes durante esta experiencia del servicio social.,Reconocimiento,28048,Un Paso Adelante,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
07/06/22 13:59,07/06/22 14:00,IP Address,189.213.138.228,100,66,True,07/06/22 14:00,R_3lAF1lhwqp9b8C1,@00464,,25.7862,-100.3585,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,N/A, 3,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 3,N/A,Reconocimiento,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
07/06/22 14:27,07/06/22 14:29,IP Address,131.178.102.196,100,139,True,07/06/22 14:29,R_soNuyIH9rr05qql,@00465,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Un servicio social con una excelente causa, divertido da la oportunidad de aprender y de enseñar mucho.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28211,Aguilas: Formando Campeones para la Vida,"Club Deportivo de Futból Americano Águilas, A.C.",3,1-3,Regular
06/06/22 16:36,07/06/22 14:39,IP Address,189.152.127.75,100,79372,True,07/06/22 14:39,R_3fUEaxjbu6jM9fT,@00466,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me encanto como nos enseñaron a desarrollar valores como paciencia y empatía que son importantes en nuestras vidas.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue una experiencia única. El desarrollar valores para mi y mi vida gracias a estos niños tan especiales fue algo inexplicable.,Reconocimiento,28059,"Impartición de talleres ""Propósito de vida""",Fundación JOMAR A.C,3,1-3,Regular
07/06/22 14:53,07/06/22 15:02,IP Address,131.178.102.208,100,535,True,07/06/22 15:02,R_2WMDhoFHfSBwDAA,@00467,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue una experiencia agradable y recibir todo su apoyo para sacar adelante nuestra propuesta.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gustó que hubo interacción presencial con la comunidad de Mina NL, esto favorece convivencia.",Reconocimiento,28114,QUETZAL SERVICIO SOCIAL,CONSEJO NACIONAL MEXICANO DE PUEBLOS ORIGINARIOS Y COMUNIDADES INDIGENAS,3,1-3,Regular
07/06/22 14:53,07/06/22 15:03,IP Address,131.178.102.128,100,582,True,07/06/22 15:03,R_6uovjG62YGhPhJv,@00468,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Es un proyecto grande, que tal vez necesite un poco mas de operacion por parte de organizacion para coordinadores o una via rapida de respuesta a tutores", 3, 4,"
5 Totalmente de Acuerdo", 4,"Es un buen servicio social, se tiene una gran capacidad de impacto y en su momento crea una satisfaccion grande debido a que estamos creando oportunidades de beneficio para las demas personas  ",Reconocimiento,28008,Aprendamos Juntos: Coordinador Académico Matemáticas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
07/06/22 9:47,07/06/22 15:12,IP Address,187.190.23.228,100,19499,True,07/06/22 15:12,R_274gIPbWCtLkvcn,@00469,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4,Sí,Sí,fue una experiencia muy enriquecedora aprender cómo interactuar con una OSF,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28202,Crescendo,"SALTM, Sociedad de Alumnos de Licenciatura en Tecnologías y Producción Musical",3,1-3,Regular
07/06/22 15:11,07/06/22 15:14,IP Address,187.190.177.229,100,163,True,07/06/22 15:14,R_24f03jyVdql4cj7,@00470,,25.6759,-100.3208,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Me parece sumamente importante lo que están haciendo , 4, 4, 4, 4,Me gusta mucho trabajar con CONAFE me gusta mucho lo que están haciendo por la educación y su extensión ,Reconocimiento,28133,Inglés para todos en CONAFE,"CONAFE, Consejo Nacional de Fomento Educativo",3,2-3,Regular
07/06/22 15:15,07/06/22 15:15,IP Address,131.178.102.132,100,36,True,07/06/22 15:15,R_2CiVJ8sdo94aiJk,@00471,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Muy buenos maestros, 4, 4, 4, 4,,,28472,Clínica Penal,Clínica Penal del Departamento de Derecho,3,1-3,Regular
07/06/22 15:57,07/06/22 16:02,IP Address,187.162.241.60,100,289,True,07/06/22 16:02,R_3FIf3fQUMemSKGF,@00472,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 2,"
5 Muy Satisfecho", 4,No,Sí,Tanto la página como el seguimiento de la misma se me hace muy bueno y están bien coordinados., 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Es entretenido dar tutorias a niños de primaria y hace que salgas de la rutina que tenias ya preestablecida y te relaja de tareas, exámenes y proyectos",Área de oportunidad,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
07/06/22 16:18,07/06/22 16:21,IP Address,131.178.102.200,100,186,True,07/06/22 16:21,R_BEczKyTLMbTGCQh,@00473,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gusto mucho la dinámica de las clases, y la actividad final salió muy bien.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","En la sesión final, donde expusimos nuestra actividad interactiva, hubieron ciertas complicaciones, sin embargo todo salió muy bien gracias a que yo y mi equipo supimos resolver. ",Reconocimiento,27987,Campamento Descubre y Aprende,Inclusión y Accesibilidad,3,2-3,Regular
07/06/22 16:18,07/06/22 16:21,IP Address,189.152.95.167,100,185,True,07/06/22 16:21,R_1j9cor2bBChiSyn,@00474,,25.6802,-100.3065,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"La iniciativa está muy padre, sin embargo, creo que deberían ser más flexibles en los requisitos de las masterclass","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28269,Aprendamos Juntos: Tutor Académico Matématicas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
07/06/22 16:23,07/06/22 16:27,IP Address,131.178.102.152,100,295,True,07/06/22 16:27,R_Xj3pVywGsEh7IFb,@00475,,25.6449,-100.311,email,ES-ES, 2,"
5 Muy Satisfecho", 3, 3, 2, 2, 2, 3,Sí,Sí,Fue una experiencia un poco frustrante porque senti que una de las encargadas era muy grosera con las mentoras del servicio social. No escuchaba nuestros comentarios. Fue muy frustrante. ,"
5 Totalmente de Acuerdo", 3, 4, 4,Esta muy intersante la causa ,Reconocimiento,28290,ANE Adolescentes y niñas empoderadas,"Formando Emprendedores, A.B.P",3,1-3,Regular
07/06/22 15:51,07/06/22 16:35,IP Address,131.178.102.176,100,2669,True,07/06/22 16:35,R_2V9KEeTAfi6rlRL,@00476,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Agradezco muchísimo la oportunidad de colaborar con ustedes y respeto mucho el objetivo principal que tienen como organización. Este objetivo me motivó y me ayudó muchísimo a disfrutar de lo que hacía, así como reconocer lo que estábamos logrando. Gracias por la oportunidad que me dieron de dar clases a niños y adolescentes. ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Disfrute muchísimo de dar clases a los niños de esta secundaria y así como estoy segura de que algo habrán aprendido de nosotros, yo aprendí muchísimo de ellos y de dar clases.",Reconocimiento,28059,"Impartición de talleres ""Propósito de vida""",Fundación JOMAR A.C,3,1-3,Regular
07/06/22 16:40,07/06/22 16:45,IP Address,189.152.49.55,100,284,True,07/06/22 16:45,R_2Pj1WKOoyZV1fvh,@00477,,25.6759,-100.3208,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,Me gustó mucho trabajar con la causa y considero que fue un excelente equipo de trabajo, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",El conocer todos los proyectos que se estaban realizando para ayudar a tantos niños fue algo que me conmovió ,Reconocimiento,28091,Líder Solidario,Dirección de Servicio Social - PASS,3,1-3,Regular
07/06/22 17:04,07/06/22 17:05,IP Address,189.219.223.250,100,55,True,07/06/22 17:05,R_1hQj3l78R1ohEsi,@00478,,25.6631,-100.1859,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Aprendí mucho,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Dedicación y tiempo por parte del socio formador,Reconocimiento,28052,Ciudadanit@s en la nueva normalidad,"Despierta, Cuestiona y Actúa, A. C.",3,1-3,Regular
07/06/22 17:04,07/06/22 17:06,IP Address,131.178.102.128,100,83,True,07/06/22 17:06,R_2X0WNCrLXJCN9ji,@00479,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Todo estuco excelente ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue maravilloso,Reconocimiento,28160,Proyecto 99 Logística,Proyecto 99,3,1-3,Regular
07/06/22 17:05,07/06/22 17:06,IP Address,131.178.102.132,100,42,True,07/06/22 17:06,R_2fjro7ADRidgS5U,@00480,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Na,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Na,Reconocimiento,28259,alimentos con amor,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",3,1-3,Regular
07/06/22 17:04,07/06/22 17:06,IP Address,189.152.157.39,100,85,True,07/06/22 17:06,R_2zcEBVYVTqOsbwk,@00481,,25.7311,-100.3306,email,ES-ES, 4,"
5 Muy Satisfecho", 4, 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",Sí,Sí,., 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,27945,Juntos Salvamos MÁS Vidas,"Be The Match MX, A.C.",3,1-3,Regular
07/06/22 17:04,07/06/22 17:06,IP Address,187.189.160.60,100,113,True,07/06/22 17:06,R_3NUHNkGk0kix9fA,@00482,,22.1517,-100.9711,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 3, 4, 4,"
5 Muy Satisfecho",Sí,Sí,Me parece muy bueno el trabajo que hace CARA y espero que este proyecto pueda seguir realizándose con el apoyo de la institución en el futuro,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28197,Sin Miedo a la Corriente,"SAIRS, Sociedad de Alumnos de Ingeniería en Robótica y Sistemas Digitales",3,1-3,Regular
